2021/05/04,15:20:45,39.110.207.182,sori5301,OK
2021/05/06,14:45:23,39.110.207.182,sori5301,OK
2021/05/06,14:45:43,153.205.134.49,sori5301,OK
2021/05/06,15:13:55,39.110.207.182,sori5301,OK
2021/05/07,15:41:36,39.110.207.182,sori5301,OK
2021/05/07,16:12:50,39.110.207.182,sori5301,OK
2021/05/07,18:10:28,39.110.207.182,sori5301,OK
2021/05/11,08:27:02,39.110.207.182,sori5301,OK
2021/05/11,17:48:33,39.110.207.182,h-takatou,NG
2021/05/11,17:48:37,39.110.207.182,sori5301,OK
2021/05/13,10:15:38,39.110.207.182,sori5301,OK
2021/05/13,14:07:50,39.110.207.182,sori5301,OK
2021/05/13,15:08:22,39.110.207.182,sori5301,OK
2021/05/13,15:53:15,39.110.207.182,sori5301,OK
2021/05/13,16:42:55,39.110.207.182,sori5301,OK
2021/05/16,10:57:48,111.239.173.57,LoginID01,NG
2021/05/16,10:57:50,111.239.173.57,sori5301,OK
2021/05/16,17:35:42,111.239.173.57,sori5301,OK
2021/05/16,17:43:16,111.239.173.57,sori5301,OK
2021/05/16,17:59:15,111.239.173.57,sori5301,OK
2021/05/16,18:00:15,111.239.173.57,sori5301,OK
2021/05/16,18:10:44,39.110.207.182,sori5301,OK
2021/05/16,18:36:40,111.239.173.57,sori5301,OK
2021/05/17,07:57:55,39.110.207.182,sori5301,OK
2021/05/17,08:03:26,39.110.207.182,sori5301,OK
2021/05/17,08:39:02,111.102.188.225,sori5301,OK
2021/05/17,09:44:49,39.110.207.182,sori5301,OK
2021/05/17,10:20:11,153.231.236.99,1221912271,OK
2021/05/17,10:21:06,153.231.236.99,1221912271,OK
2021/05/17,10:44:22,153.231.236.99,1103290176,OK
2021/05/17,10:44:39,153.231.236.99,1103290176,OK
2021/05/17,13:50:03,39.110.207.182,sori5301,OK
2021/05/17,15:13:50,119.239.114.109,1311166736,OK
2021/05/17,15:14:20,119.239.114.109,1311166736,OK
2021/05/18,15:15:26,49.104.15.115,1000000001,OK
2021/05/18,15:16:04,49.104.15.115,1000000001,OK
2021/05/19,13:36:36,114.171.24.37,1489114034,NG
2021/05/19,13:37:26,114.171.24.37,1489114034,NG
2021/05/19,13:38:00,114.171.24.37,1498158557,NG
2021/05/19,13:38:57,114.171.24.37,1489196896,OK
2021/05/19,13:39:28,114.171.24.37,1489196896,OK
2021/05/19,13:41:46,114.171.24.37,1489196896,OK
2021/05/19,13:41:48,114.171.24.37,1489196896,OK
2021/05/20,08:09:52,125.30.35.192,1341810836,OK
2021/05/20,08:10:16,125.30.35.192,1341810836,OK
2021/05/20,15:27:32,39.110.207.182,1188212187,OK
2021/05/20,15:28:02,39.110.207.182,1188212187,OK
2021/05/21,10:33:46,202.238.58.66,118548084,NG
2021/05/21,10:34:19,202.238.58.66,1185480841,OK
2021/05/21,10:35:15,202.238.58.66,1185480841,OK
2021/05/21,16:35:03,39.110.207.182,1324603603,OK
2021/05/21,16:35:07,39.110.207.182,h-takatou,NG
2021/05/21,16:35:27,39.110.207.182,1324603603,OK
2021/05/24,08:25:49,202.238.58.66,1185480841,OK
2021/05/24,08:26:07,202.238.58.66,1185480841,OK
2021/05/24,13:48:24,125.30.35.192,1341810836,OK
2021/05/24,13:48:28,125.30.35.192,1341810836,OK
2021/05/25,10:40:15,211.132.94.51,1208163794,OK
2021/05/25,10:40:47,211.132.94.51,1208167540,OK
2021/05/25,13:10:33,210.157.253.196,1375086579,OK
2021/05/25,13:11:04,210.157.253.196,1375086579,OK
2021/05/25,17:03:07,219.127.100.114,1303384924,OK
2021/05/25,17:03:28,219.127.100.114,1303384924,OK
2021/05/25,17:40:28,133.200.39.65,sori5301,OK
2021/05/26,10:04:33,39.110.207.182,1032683671,OK
2021/05/26,10:05:04,39.110.207.182,1032683671,OK
2021/05/26,11:06:06,39.110.207.182,sori5301,OK
2021/05/26,13:43:56,61.113.13.72,1222194528,OK
2021/05/26,13:45:29,61.113.13.72,1222194528,OK
2021/05/26,13:46:38,61.113.13.72,1222128224,OK
2021/05/26,13:53:03,153.246.154.248,1152705173,OK
2021/05/26,13:53:22,153.246.154.248,1152705173,OK
2021/05/26,14:25:47,210.157.253.196,1375086579,OK
2021/05/26,14:26:17,210.157.253.196,1375086579,OK
2021/05/26,14:44:08,61.113.13.72,1129437513,OK
2021/05/26,14:46:08,61.113.13.72,1129437513,OK
2021/05/26,15:37:46,210.190.107.54,1381572689,OK
2021/05/26,15:38:04,210.190.107.54,1381572689,OK
2021/05/26,16:28:44,210.190.107.54,1381572689,OK
2021/05/26,16:29:01,210.190.107.54,1381572689,OK
2021/05/26,16:55:38,122.129.186.225,1383103840,OK
2021/05/26,16:55:56,122.129.186.225,1383136728,OK
2021/05/26,17:36:14,221.255.179.194,1000000001,OK
2021/05/26,17:36:41,221.255.179.194,1000000001,OK
2021/05/26,17:40:25,221.255.179.194,1000000001,OK
2021/05/26,17:41:08,221.255.179.194,1000000001,OK
2021/05/27,08:34:00,61.113.13.72,1129437513,OK
2021/05/27,08:35:37,61.113.13.72,1129437513,OK
2021/05/27,08:39:12,39.110.207.182,takatou,OK
2021/05/27,08:39:23,39.110.207.182,takatou,OK
2021/05/27,08:40:07,61.113.13.72,1222194528,OK
2021/05/27,08:40:27,61.113.13.72,1222194528,OK
2021/05/27,08:41:34,61.113.13.72,1222194528,OK
2021/05/27,08:45:27,153.246.154.248,1152705173,OK
2021/05/27,08:46:43,153.246.154.248,1152705173,OK
2021/05/27,09:10:57,133.200.39.65,sori5301,OK
2021/05/27,10:01:53,210.190.107.54,1381572689,OK
2021/05/27,10:01:58,210.190.107.54,1381572689,OK
2021/05/27,10:22:03,122.1.127.136,1208241286,OK
2021/05/27,10:22:18,122.1.127.136,1208241286,OK
2021/05/27,10:49:34,202.238.58.66,1185480841,OK
2021/05/27,10:51:15,202.238.58.66,1185480841,OK
2021/05/27,11:22:03,122.248.81.119,1208167540,OK
2021/05/27,11:22:32,122.248.81.119,1208167540,OK
2021/05/27,13:05:46,221.255.179.194,1000000001,OK
2021/05/27,13:05:49,39.110.207.182,misato-ota,NG
