2023/02/01,00:40:23,40.77.167.64,,,,,NG
2023/02/01,00:40:24,49.212.207.233,,,,,NG
2023/02/01,00:42:08,111.99.28.52,no-data,利根町商工会,1085641003,1,OK
2023/02/01,02:42:23,40.77.167.64,,,,,NG
2023/02/01,02:42:23,49.212.207.233,,,,,NG
2023/02/01,04:27:13,207.46.13.4,,,,,NG
2023/02/01,04:27:13,49.212.207.233,,,,,NG
2023/02/01,04:27:14,49.212.207.233,,,,,NG
2023/02/01,04:44:05,40.77.167.64,,,,,NG
2023/02/01,04:44:05,49.212.207.233,,,,,NG
2023/02/01,06:46:07,40.77.167.64,,,,,NG
2023/02/01,06:46:07,49.212.207.233,,,,,NG
2023/02/01,08:33:26,157.55.39.29,,,,,NG
2023/02/01,08:33:26,49.212.207.233,,,,,NG
2023/02/01,08:33:43,121.101.64.98,,,,,NG
2023/02/01,08:34:02,153.231.236.96,no-data,静岡県商工会連合会(テストアカウント用),1221912271,0,OK
2023/02/01,08:34:28,153.231.236.96,,,,,NG
2023/02/01,08:34:30,153.231.236.96,no-data,静岡県商工会連合会(テストアカウント用),1221912271,0,OK
2023/02/01,08:35:22,118.22.224.29,10151310,中頓別町商工会,1015131001,1,OK
2023/02/01,08:36:31,112.69.222.238,12936310,田原本町商工会,290074,1,OK
2023/02/01,08:38:49,153.140.0.181,11620930,小矢部市商工会,1162093006,1,OK
2023/02/01,08:40:11,153.182.197.140,13720810,三豊市商工会,1372081016,1,OK
2023/02/01,08:45:39,219.165.115.56,13600000,徳島県商工会連合会,1360000008,0,OK
2023/02/01,08:47:39,153.246.183.187,no-data,京丹後市商工会,1262121013,1,OK
2023/02/01,08:47:48,157.55.39.29,,,,,NG
2023/02/01,08:53:20,210.196.145.129,10800000,茨城県商工会連合会,1080000020,0,OK
2023/02/01,08:53:45,153.246.183.187,,,,,NG
2023/02/01,08:53:48,153.246.183.187,no-data,京丹後市商工会,1262121013,1,OK
2023/02/01,08:55:31,207.46.13.111,,,,,NG
2023/02/01,08:55:47,157.55.39.29,,,,,NG
2023/02/01,08:55:52,207.46.13.55,,,,,NG
2023/02/01,08:57:11,153.231.236.96,12200000,静岡県商工会連合会,1220000004,0,OK
2023/02/01,09:08:00,60.45.252.239,10244520,南部町商工会,1024452006,1,OK
2023/02/01,09:08:57,153.210.91.137,10330510,滝沢市商工会,1033051005,1,OK
2023/02/01,09:11:41,180.15.54.185,10720120,飯坂町商工会,1072012004,1,OK
2023/02/01,09:14:53,111.98.253.89,,,,,NG
2023/02/01,09:17:38,120.51.88.235,12040910,平谷村商工会,1204091002,1,OK
2023/02/01,09:18:36,49.212.207.233,,,,,NG
2023/02/01,09:19:22,49.212.207.233,,,,,NG
2023/02/01,09:20:48,202.174.61.33,,,,,NG
2023/02/01,09:21:44,202.174.61.33,no-data,市川三郷町(テストアカウント用),1346163560,1,OK
2023/02/01,09:22:59,49.212.207.233,,,,,NG
2023/02/01,09:25:05,52.114.14.71,,,,,NG
2023/02/01,09:25:05,52.114.32.28,,,,,NG
2023/02/01,09:29:32,153.246.154.248,11540310,与板町商工会,1154031002,1,OK
2023/02/01,09:29:32,49.212.207.233,,,,,NG
2023/02/01,09:29:35,60.34.39.30,no-data,龍ケ崎市商工会,1082081002,1,OK
2023/02/01,09:30:41,60.34.39.30,10820810,龍ケ崎市商工会,1082081002,1,OK
2023/02/01,09:31:39,122.30.253.62,10143210,新十津川町商工会,1014321002,1,OK
2023/02/01,09:32:41,111.98.253.89,,,,,NG
2023/02/01,09:35:51,60.34.39.30,no-data,龍ケ崎市商工会,1082081005,1,OK
